TransactionID,Date,Product,Category,UnitPrice,Quantity,DiscountPercent,TotalRevenue,Region,PaymentMethod,CustomerSegment,CustomerRating
TXN00395,2023-12-05,Headphones,Electronics,261.86,1,20,209.49,South,Bank Transfer,Startup,4.0
TXN01165,2023-05-13,Keyboard,Accessories,198.64,4,0,794.56,East,Debit Card,Enterprise,4.0
TXN01345,2023-05-15,Smartphone,Electronics,911.38,2,0,1822.76,Central,Cash,Startup,5.0
TXN00803,2024-02-28,Laptop,Electronics,842.19,3,0,2526.57,North,PayPal,Individual,4.0
TXN00985,2024-03-26,Headphones,Electronics,253.09,3,15,645.38,South,Bank Transfer,Corporate,3.0
TXN00110,2023-06-28,Laptop,Electronics,1504.48,3,0,4513.44,North,Credit Card,Startup,3.0
TXN00991,2023-05-01,Laptop,Electronics,1055.42,4,0,4221.68,North,Debit Card,Corporate,5.0
TXN00620,2024-03-20,Backpack,Accessories,135.26,5,0,676.3,,PayPal,Individual,5.0
TXN00555,2024-03-14,Office Chair,Furniture,443.36,3,5,1263.58,North,Debit Card,Corporate,5.0
TXN00423,2023-06-26,Mouse,Accessories,122.61,5,0,613.05,East,Credit Card,Individual,3.0
TXN00760,2023-05-03,Headphones,Electronics,289.57,3,0,868.71,Central,Cash,Enterprise,4.0
TXN00600,2023-03-10,Office Chair,Furniture,269.7,3,5,768.64,East,Cash,Startup,4.0
TXN01010,2023-09-15,Laptop,Electronics,1417.49,4,0,5669.96,West,Debit Card,Individual,5.0
TXN00234,2023-01-21,Backpack,Accessories,138.25,5,0,691.25,Central,Credit Card,Individual,3.0
TXN01489,2023-02-19,Monitor,Electronics,661.93,2,0,1323.86,South,PayPal,Corporate,5.0
TXN00603,2023-05-10,Desk,Furniture,343.44,1,10,309.1,West,Cash,Startup,4.0
TXN00967,2024/13/45,Keyboard,Accessories,30.92,5,20,123.68,West,Credit Card,Enterprise,5.0
TXN01176,2024-07-21,Mouse,Accessories,44.01,2,0,88.02,East,Cash,Individual,4.0
TXN00307,2023-11-29,Backpack,Accessories,44.75,3,0,134.25,Central,Bank Transfer,Individual,4.0
TXN00368,2024-11-11,Smartphone,Electronics,1068.41,4,5,4059.96,North,PayPal,Enterprise,
TXN00758,2024-08-19,Keyboard,Accessories,33.0,5,0,165.0,South,Cash,Startup,3.0
TXN01984,2023-06-25,Mouse,Accessories,69.88,4,0,279.52,North,PayPal,Corporate,4.0
TXN01583,2024-10-10,Laptop,Electronics,1194.96,2,10,2150.93,South,Credit Card,Enterprise,3.0
TXN01074,2024-04-30,Office Chair,Furniture,255.12,1,5,242.36,Central,Bank Transfer,Enterprise,4.0
TXN01745,2023-03-17,Office Chair,Furniture,292.01,3,0,876.03,West,Debit Card,Enterprise,3.0
TXN00621,2024-03-17,Notebook,Stationery,21.84,3,0,65.52,North,Cash,Individual,4.0
TXN00888,2023-07-11,Desk,Furniture,733.31,5,0,3666.55,North,Bank Transfer,Individual,
TXN00539,2024-07-06,Monitor,Electronics,329.3,2,0,658.6,Central,Debit Card,Individual,5.0
TXN00238,2023-10-04,Headphones,Electronics,71.38,1,20,57.1,South,Cash,Startup,
TXN01721,2024-02-09,Monitor,Electronics,614.31,4,0,2457.24,,Credit Card,Individual,3.0
TXN00940,2024-01-28,Desk,Furniture,510.27,4,10,1836.97,North,Bank Transfer,Enterprise,3.0
TXN00221,2023-08-04,Notebook,Stationery,18.49,5,0,92.45,East,PayPal,Enterprise,3.0
TXN00704,2023-07-03,Office Chair,Furniture,292.41,5,15,1242.74,Central,PayPal,Individual,4.0
TXN01931,2023-03-03,Mouse,Accessories,68.29,3,0,204.87,West,PayPal,Startup,3.0
TXN00695,2023-11-29,Desk,Furniture,441.02,1,0,441.02,West,Bank Transfer,Corporate,3.0
TXN01106,2023-11-04,Laptop,Electronics,1542.02,3,0,4626.06,West,Credit Card,Startup,4.0
TXN00711,2023-04-13,Laptop,Electronics,1083.2,3,0,3249.6,East,Debit Card,Enterprise,
TXN00631,2024-09-02,Keyboard,Accessories,61.81,1,0,61.81,South,Bank Transfer,Corporate,
TXN00977,2024-04-18,Desk,Furniture,236.96,3,0,710.88,West,Credit Card,Individual,2.0
TXN01766,2023-10-20,Office Chair,Furniture,166.73,1,0,166.73,East,Bank Transfer,Startup,
TXN00998,2023-01-04,Desk,Furniture,469.76,1,0,469.76,East,Debit Card,Enterprise,5.0
TXN00050,2024-08-24,Headphones,Electronics,150.97,2,0,301.94,South,PayPal,Individual,4.0
TXN00232,2023-06-13,Desk,Furniture,319.31,5,20,1277.24,South,Credit Card,Enterprise,4.0
TXN00430,2023-05-21,Notebook,Stationery,9.29,2,0,18.58,Central,Debit Card,Individual,4.0
TXN00276,2023-04-07,Smartphone,Electronics,358.68,3,15,914.63,South,PayPal,Corporate,4.0
TXN01608,2024-07-21,Headphones,Electronics,119.78,2,20,191.65,East,Bank Transfer,Corporate,4.0
TXN01650,2023-02-24,Smartphone,Electronics,1045.65,5,5,4966.84,South,Bank Transfer,Individual,4.0
TXN01134,2024-08-17,Desk,Furniture,,4,0,1505.52,South,Cash,Enterprise,1.0
TXN01685,2023-04-28,Smartphone,Electronics,563.45,1,0,563.45,Central,Credit Card,Individual,
TXN01515,2023-12-17,Office Chair,Furniture,325.11,5,5,1544.27,Central,Debit Card,Enterprise,3.0
TXN00174,2023-10-28,Smartphone,Electronics,354.32,4,0,1417.28,East,PayPal,Startup,4.0
TXN01199,2024-11-07,Backpack,Accessories,177.23,1,10,159.51,North,PayPal,Enterprise,5.0
TXN01190,2024-05-10,Laptop,Electronics,1323.26,2,5,2514.19,South,Cash,Individual,4.0
TXN01844,2024-06-06,Monitor,Electronics,468.95,1,5,-999.0,North,Debit Card,Corporate,4.0
TXN01687,2023-04-12,Mouse,Accessories,40.61,3,0,121.83,North,PayPal,Corporate,5.0
TXN00866,2024-10-18,Laptop,Electronics,863.52,5,0,4317.6,South,Credit Card,Corporate,4.0
TXN00248,2023-01-30,Mouse,Accessories,99.55,3,0,298.65,Central,Credit Card,Enterprise,4.0
TXN01508,2024-12-27,Desk,Furniture,469.39,4,5,1783.68,North,Credit Card,Individual,4.0
TXN01454,2024-09-10,Keyboard,Accessories,179.08,3,20,429.79,East,Bank Transfer,Corporate,
TXN00024,2023-05-28,Office Chair,Furniture,157.46,3,10,425.14,,Cash,Individual,4.0
TXN01569,2023-07-23,Office Chair,Furniture,365.04,5,0,1825.2,Central,PayPal,Enterprise,5.0
TXN00943,2023-05-11,Backpack,Accessories,197.46,1,0,197.46,West,Bank Transfer,Enterprise,4.0
TXN00064,2023-09-16,Backpack,Accessories,74.69,1,5,70.96,Central,Credit Card,Startup,3.0
TXN00306,2024-06-12,Backpack,Accessories,103.52,5,0,517.6,North,PayPal,Startup,4.0
TXN00189,2024-09-29,Smartphone,Electronics,608.39,4,0,2433.56,South,Debit Card,Corporate,5.0
TXN01871,2024-04-09,Headphones,Electronics,238.59,3,0,715.77,South,PayPal,Individual,
TXN01319,2024-05-08,Keyboard,Accessories,192.04,3,0,576.12,West,Credit Card,Startup,4.0
TXN01901,2024-04-23,Laptop,Electronics,1003.36,3,20,2408.06,East,Cash,Corporate,4.0
TXN00927,2024-12-05,Headphones,Electronics,318.25,1,5,302.34,South,PayPal,Individual,5.0
TXN00942,2023-01-30,Smartphone,Electronics,554.4,2,5,1053.36,North,Debit Card,Startup,5.0
TXN00810,2023-12-30,Desk,Furniture,320.43,5,0,1602.15,North,Cash,Enterprise,4.0
TXN00282,2023-05-11,Notebook,Stationery,15.69,3,5,44.72,East,Credit Card,Enterprise,5.0
TXN00531,2023-05-15,Smartphone,Electronics,327.02,1,0,327.02,North,Debit Card,Corporate,4.0
TXN00197,2023-01-03,Monitor,Electronics,297.58,3,0,892.74,East,Debit Card,Corporate,5.0
TXN00652,2024-07-20,Laptop,Electronics,1317.03,3,0,3951.09,West,Cash,Enterprise,5.0
TXN00352,2023-01-28,Mouse,Accessories,141.0,4,10,507.6,Central,Cash,Individual,4.0
TXN01375,2024-11-27,Mouse,Accessories,83.94,1,20,67.15,North,PayPal,Individual,
TXN01979,2024-10-08,Monitor,Electronics,698.03,1,0,698.03,South,Cash,Startup,4.0
TXN00908,2023-10-24,Desk,Furniture,401.78,2,15,683.03,East,Debit Card,Enterprise,1.0
TXN00887,2023-08-27,Keyboard,Accessories,100.57,3,10,271.54,North,Bank Transfer,Enterprise,5.0
TXN01653,2023-04-25,Mouse,Accessories,22.55,4,0,90.2,North,Cash,Startup,4.0
TXN00773,2024/13/45,Desk,Furniture,341.88,2,0,683.76,South,Debit Card,Individual,
TXN00950,2024-12-12,Smartphone,Electronics,641.93,1,0,641.93,East,Credit Card,Corporate,4.0
TXN00818,2024-12-15,Smartphone,Electronics,383.26,2,20,613.22,East,Credit Card,Corporate,5.0
TXN00745,2024-09-05,Desk,Furniture,234.2,1,10,210.78,North,Bank Transfer,Individual,4.0
